SampleID	MJ006-1-barcode40-umi107332bins-ubs-4	MJ006-2-barcode50-umi50296bins-ubs-7	MJ006-1-barcode46-umi100611bins-ubs-4	MJ005-barcode65-umi8101bins-ubs-23	MJ006-1-barcode33-umi150609bins-ubs-3	MJ006-1-barcode45-umi127614bins-ubs-3	MJ006-2-barcode69-umi110711bins-ubs-4	MJ006-1-barcode31-umi239522bins-ubs-3	MJ006-2-barcode58-umi276347bins-ubs-3	MJ006-1-barcode38-umi103067bins-ubs-4	MJ006-1-barcode38-umi138790bins-ubs-3	MJ005-barcode33-umi46532bins-ubs-7	MJ006-2-barcode69-umi128054bins-ubs-4	MJ006-1-barcode40-umi115234bins-ubs-4	MJ006-2-barcode69-umi62539bins-ubs-7	MJ006-2-barcode67-umi38620bins-ubs-11	MJ006-2-barcode65-umi143013bins-ubs-3	MJ006-1-barcode29-umi118459bins-ubs-5	MJ006-2-barcode63-umi107469bins-ubs-4	MJ006-2-barcode65-umi48515bins-ubs-8	S-GCF-003481765.1-NZ-QULR01000098.1	MJ006-1-barcode39-umi131137bins-ubs-4	RS-GCF-003481015.1-NZ-QUKE01000021.1	MJ006-1-barcode48-umi160979bins-ubs-4	MJ006-2-barcode73-umi176140bins-ubs-3	MJ006-1-barcode25-umi48251bins-ubs-7	MJ006-2-barcode62-umi183899bins-ubs-3	MJ006-2-barcode62-umi107096bins-ubs-4	MJ006-2-barcode50-umi133669bins-ubs-5	MJ005-barcode57-umi51662bins-ubs-5	MJ005-barcode26-umi86829bins-ubs-4	MJ006-2-barcode50-umi146289bins-ubs-3	MJ006-1-barcode39-umi147435bins-ubs-4	MJ005-barcode81-umi85457bins-ubs-4	MJ006-2-barcode68-umi139471bins-ubs-3	MJ005-barcode26-umi62651bins-ubs-4	MJ005-barcode81-umi51374bins-ubs-6	MJ006-1-barcode25-umi113087bins-ubs-4	MJ005-barcode26-umi77756bins-ubs-3	MJ006-1-barcode26-umi116737bins-ubs-5	MJ006-2-barcode63-umi127743bins-ubs-5	MJ006-1-barcode29-umi101767bins-ubs-4	MJ006-2-barcode65-umi159981bins-ubs-3	MJ006-2-barcode65-umi157220bins-ubs-3	MJ006-2-barcode65-umi45055bins-ubs-8	MJ006-2-barcode60-umi100713bins-ubs-5	G000212375	CP002689	MJ006-2-barcode70-umi126108bins-ubs-4	RS-GCF-000174775.1-NZ-ACLR01000152.1	RS-GCF-902385375.1-NZ-CABMEW010000017.1	G000154525	MJ006-2-barcode71-umi65994bins-ubs-6	MJ006-1-barcode26-umi106267bins-ubs-4	MJ006-1-barcode34-umi121834bins-ubs-4	MJ010-1-barcode30-umi105810bins-ubs-5	GB-GCA-905197405.1-CAJJYN010000035.1	MJ005-barcode27-umi65786bins-ubs-4	MJ006-1-barcode34-umi45460bins-ubs-8	MJ010-1-barcode30-umi166121bins-ubs-3	MJ006-2-barcode52-umi105573bins-ubs-5	MJ005-barcode81-umi11184bins-ubs-16	RS-GCF-015286725.1-NZ-CP063911.1--3	MJ006-2-barcode69-umi105244bins-ubs-4	MJ010-2-barcode55-umi157615bins-ubs-3	RS-GCF-902399785.1-NZ-CABOGP010000217.1	GB-GCA-003477505.1-QUDN01000082.1	MJ006-1-barcode38-umi121690bins-ubs-4	GB-GCA-000509105.1-BAIF02000133.1	MJ006-1-barcode39-umi153479bins-ubs-3	MJ006-1-barcode38-umi118631bins-ubs-4	G003481355	G000177335	MJ006-1-barcode49-umi89662bins-ubs-7	RS-GCF-003473495.1-NZ-QUCI01000034.1	GB-GCA-014864425.1-WHBB01000019.1	MJ006-2-barcode68-umi182002bins-ubs-3	MJ007-1-barcode38-umi26862bins-ubs-6	MJ006-2-barcode53-umi133722bins-ubs-4	MJ006-2-barcode50-umi159672bins-ubs-3	MJ006-1-barcode29-umi136949bins-ubs-3	MJ006-1-barcode39-umi140274bins-ubs-3	MJ005-barcode33-umi69682bins-ubs-3	RS-GCF-009760995.1-NZ-WIOW01000080.1	GB-GCA-003434745.1-QVIB01000074.1	RS-GCF-002966755.1-NZ-CP020025.1--7	MJ005-barcode57-umi33464bins-ubs-8	FP929032	MJ006-1-barcode37-umi100863bins-ubs-4	MJ006-2-barcode70-umi178533bins-ubs-3	MJ006-1-barcode27-umi148860bins-ubs-3	MJ006-1-barcode33-umi104545bins-ubs-4	MJ006-1-barcode38-umi143167bins-ubs-3	GB-GCA-905212165.1-CAJMDO010000177.1	GB-GCA-016586755.1-BNFN01000001.1--7	MJ006-2-barcode52-umi114699bins-ubs-4	GB-GCA-008679315.1-NANK01000003.1	RS-GCF-000183445.1-NZ-AENT01000008.1	MJ006-1-barcode39-umi161269bins-ubs-3	RS-GCF-009495095.1-NZ-VZAR01000095.1	MJ006-2-barcode53-umi134820bins-ubs-4	MJ006-2-barcode50-umi102641bins-ubs-6	MJ006-2-barcode60-umi196268bins-ubs-3	MJ006-1-barcode43-umi42311bins-ubs-8	MJ006-2-barcode66-umi31583bins-ubs-10	MJ009-1-barcode40-umi104913bins-ubs-3	MJ030-1-barcode27-umi116353bins-ubs-3	RS-GCF-902497355.1-NZ-LR700178.1	MJ006-2-barcode73-umi105490bins-ubs-4	RS-GCF-000273215.1-NZ-JH724241.1	RS-GCF-016888565.1-NZ-JAFEKK010000002.1	GU938836	MJ006-1-barcode39-umi123867bins-ubs-4	MJ006-2-barcode52-umi145578bins-ubs-5	MJ005-barcode51-umi84725bins-ubs-3	MJ005-barcode41-umi85944bins-ubs-3	MJ006-1-barcode41-umi112991bins-ubs-4	MJ006-2-barcode58-umi100403bins-ubs-5	RS-GCF-003473415.1-NZ-QRNO01000114.1	GB-GCA-017851145.1-JAFIKU010000077.1	MJ006-1-barcode45-umi136843bins-ubs-3	MJ006-2-barcode62-umi121076bins-ubs-4	MJ006-2-barcode60-umi152122bins-ubs-3	MJ006-1-barcode37-umi103119bins-ubs-5	RS-GCF-900258545.1-NZ-LT984899.1--2	G900539925	AF542230	MJ006-1-barcode49-umi129075bins-ubs-3	MJ006-2-barcode67-umi55629bins-ubs-7	MJ006-1-barcode38-umi82781bins-ubs-5	RS-GCF-013293605.1-NZ-JAAKAK010000037.1	MJ006-1-barcode30-umi107525bins-ubs-5	MJ006-1-barcode38-umi137655bins-ubs-3	MJ006-1-barcode38-umi121737bins-ubs-4	MJ006-2-barcode59-umi114073bins-ubs-4	MJ006-1-barcode28-umi143227bins-ubs-3	MJ006-1-barcode26-umi108328bins-ubs-4	GU562446	G902387315	MJ006-2-barcode53-umi77499bins-ubs-7	GB-GCA-000268125.1-AKNH01000067.1	MJ006-2-barcode59-umi171842bins-ubs-3	MJ006-1-barcode48-umi169942bins-ubs-3	MJ006-1-barcode45-umi38159bins-ubs-10	AAVP02000040	MJ005-barcode33-umi81819bins-ubs-3	AY574991	G000153925	GB-GCA-000185545.1-GL622464.1	MJ009-1-barcode40-umi95011bins-ubs-3	MJ005-barcode34-umi178bins-ubs-210
Sample46	0.004528028	0	0	0	0	0	0.013184786	0.009016827	0.015742514	0.00451927	0.00441857	0.002516853	0	0	0	0	0	0	0	0	0	0.011422704	0.008351538	0.00216278	0.005643327	0.003771455	0.0096735	0.005952978	0.012988424	0.000718756	0.004661055	0.006326949	0.006605725	0	0	0	0	0	0	0	0.010843226	0.003984754	0.005231695	0.004160805	0.006136407	0.003749423	0.012625159	0.00410739	0.001287243	0.006916672	0.000749663	0.00145134	0.0028804	0.006096533	0.005688225	0.01049929	0.009708688	0.005597205	0.004381259	0.004154972	0.010161912	0.000683667	0.000168338	0.012533804	0.007517442	0.002062033	0.003711342	0.012243002	0.01128456	0.009318888	0.006331217	0.006831417	0.01280415	0.012679763	0.005874604	0.010649129	0.002589632	0.00280357	0.00887654	0.005317328	0.012230404	0.001168624	0.006715907	0.012059424	0.011870261	0.002055098	0.004813648	0.008128549	0.002092722	0.012709327	0.012009898	0.002191917	0.001590671	0.001121342	0.01194024	0.00254212	0.005465475	0.005893045	0.007864517	0.000941825	0.002977152	0.012229695	0.01192667	0.010257697	0.000254722	0.004293327	0.008244576	0.003613019	0.011942117	0.008322442	0.000944075	0.011934488	0.01257468	0.001020299	0.006989447	0.003982921	0.005157651	0.002358671	0.007589606	0.012577473	0.006604925	0.0010886	0.008140102	0.004466845	0.011237586	0.005706963	0.002531824	0.002509058	0.010093235	0.003486944	0.010073137	0.002703129	0.004223475	0.006111457	0.012383378	0.012232859	0.002716056	0.004703118	0.00196149	0.00669568	0.006047066	0.011826232	0.004696817	0.007506272	0.006456111	0.011766837	0.010591403	4.80E-05	0.004202116	0.005537545	0.004202116
Sample47	0.003735575	0	0	0	0	0	0.003756114	0.013040477	0.013846654	0.007855474	0.006766013	0.015901555	0	0	0	0	0	0	0	0	0	0.000656759	0.002849539	0.007668588	0.008341605	0.00053606	0.005461743	0.008796951	0.00945984	0.008647695	0.004344083	0.001267329	0.005787976	0	0	0	0	0	0	0	0.011003307	0.011751134	0.009120209	0.000636434	0.007674473	0.010343722	0.001849808	0.003098811	0.011959052	0.000272678	0.010200513	0.006420296	0.006054392	9.62E-05	0.011104001	0.004876134	0.007328136	0.009178379	0.009521621	0.012954877	0.007200405	0.005416763	0.012924028	0.010441798	0.004848429	0.002056522	0.013701361	0.004908071	0.008950295	0.006380226	0.002695779	0.008153701	0.000822341	0.005601373	0.005123888	0.005909051	0.010145563	0.01121955	0.010451431	0.00052597	0.002630718	0.007271788	0.012668156	0.011314841	0.01141753	0.004108898	0.005819624	0.006378729	0.002132607	0.000421017	0.012831869	0.003261995	0.003251646	0.001129904	0.012582589	0.007856255	0.009039289	0.012353151	0.00468364	0.0084223	0.000525787	0.002531031	0.011264552	0.010390792	0.004751703	0.005106315	0.007230414	3.27E-06	0.003269201	0.002821834	0.003394397	0.01092116	0.003789975	0.002595384	0.006833481	0.01173071	0.003270629	0.001064277	0.004829786	0.010131736	0.007462633	0.011068701	0.013003826	0.010741694	0.008182383	0.006685474	0.000542993	0.01333895	0.00519671	0.002062907	0.009034845	0.003852507	0.007938121	0.007951532	0.006040267	0.011330586	0.003590677	0.006079604	0.007286486	0.00899305	0.010623923	0.005350195	0.004717911	0.007503212	0.012638696	0.005190987	0.009886043	0.00027565	0.002780575	0.006600655	0.002780575
Sample48	0.013170165	0	0	0	0	0	0.012036533	0.003703463	0.013490477	0.013658607	0.014145761	0.007801312	0	0	0	0	0	0	0	0	0	0.005403978	0.007787513	0.000930099	0.006294416	0.002282186	0.007172717	0.007965367	0.006956952	0.009226156	0.004193962	0.009561203	0.005408101	0	0	0	0	0	0	0	0.001136381	0.011537124	0.008613622	0.001588346	0.004457814	0.007404001	0.010441774	0.000545612	0.002957101	0.011118804	0.000114538	0.002516797	0.011984506	0.007665415	0.003269993	0.000837158	0.000352295	0.003058472	0.011015543	0.005197491	0.009001691	0.011475407	0.005099103	0.002868372	0.007754636	0.01361751	0.012062299	0.000822647	0.00865478	0.007146753	0.011340171	0.001530597	0.006673616	0.010990261	0.005020102	0.00602328	0.000880516	0.00347584	0.004055218	0.011810782	0.00353237	0.005759275	0.008388998	0.002026735	0.006078858	0.0092292	0.010832711	0.007826088	0.008360869	0.001578109	0.011818955	0.00165672	0.009680749	0.003309294	0.011666705	0.00899702	0.00942008	0.002737487	0.005536477	0.007720541	0.009622024	0.001299135	0.012026259	0.011124699	0.003378428	0.010281675	0.006477268	0.005770994	0.003929346	0.00726011	0.009121105	0.005135249	0.007863077	0.008739008	0.008886579	0.000649398	0.010743893	0.005726591	0.003279299	0.003021225	0.006036016	0.011082346	0.004728044	0.009368995	0.001209901	0.005949073	0.012392668	0.009627824	0.002630882	0.006266295	0.002919507	0.005118104	0.009748369	0.009637659	0.002850471	0.011524622	0.007405066	0.004747748	0.00627247	0.007561311	0.006996707	0.006078391	0.005036491	0.007115594	0.010156368	0.006770142	0.001638048	0.00957433	0.011652345	0.01183808	0.011652345
Sample49	0.006047293	0	0	0	0	0	0.004142211	0.006663773	0.006279123	0.01302257	0.00747791	0.002798472	0	0	0	0	0	0	0	0	0	0.003341906	0.001796693	0.004127976	0.012223537	0.013274638	0.011735186	0.001502433	0.012938346	0.005781497	0.000127144	0.006041455	0.000629134	0	0	0	0	0	0	0	0.011190339	0.012366887	0.001635476	0.007264228	0.003885376	0.000642681	0.009129863	0.011782243	0.002224645	0.011094552	0.011654214	0.012486493	0.003622808	0.01234464	0.004379062	0.007542885	0.000689744	0.000599253	0.009837621	0.006069945	0.003500001	0.002600341	0.009149075	6.58E-06	0.013206574	0.001298706	0.003138044	0.005274554	0.006621369	0.004847914	0.004379736	0.013163511	0.008761594	0.000320007	0.004022805	0.011949367	0.004116771	0.001291288	0.010356718	0.008275897	0.00778835	0.000731657	0.001918694	0.008501711	0.002838101	0.006883724	0.007441059	0.003871655	0.012951963	0.011504929	0.009864938	0.001065106	0.001449342	0.006729562	0.002194747	0.013359471	0.002164797	0.006656999	0.004972541	0.008731643	0.001762158	0.005876523	0.00375145	0.012123387	0.00055425	0.012478122	0.011375604	0.00406371	0.010778777	0.000426261	0.01320379	0.00719133	0.004141692	0.004951539	0.00090685	0.013510838	0.000536582	0.008943598	0.006046128	0.012958669	0.003359442	0.007266329	0.006587193	0.009598544	0.000928767	0.002646439	0.002930158	0.010080396	0.002582932	0.007831766	0.002939431	0.011766595	0.012866752	0.007080687	0.00481123	0.003196359	0.000679823	0.003666713	0.00893443	0.007287224	0.012892096	0.005411675	0.005901124	0.006939533	0.006999886	0.003656802	0.006212937	0.006429174	0.009650111	0.012845647	0.009650111
Sample50	0.005510247	0	0	0	0	0	0.016479965	0.015824828	0.003298004	0.014646694	0.011787681	0.007593821	0	0	0	0	0	0	0	0	0	0.00882995	0.00138732	0.008424266	0.001686608	0.001097317	0.00735253	0.005616218	0.008210043	0.001244064	0.006009388	0.002437129	0.013763575	0	0	0	0	0	0	0	0.009061341	0.000344365	0.011297803	0.007481748	0.003879306	0.000859028	0.002265788	0.012479855	0.00956554	0.003484491	0.000914701	0.009629556	0.007981335	0.005640395	0.005069996	0.003023138	0.009336687	0.013534455	0.002450076	0.008325862	0.005914601	0.006228379	0.003543688	0.013806267	0.008119361	0.009092339	0.0050993	0.002535036	0.001197887	0.00995728	0.002736182	0.009622027	0.005443192	0.005797333	0.003194133	0.005127123	0.001402989	0.004317334	0.009254743	0.009283328	0.003990953	0.006415415	0.002697321	0.002933311	0.000321356	0.012503735	0.002937977	0.003172606	0.003898607	0.001776507	0.008913526	0.001047752	0.001871244	0.008990129	0.004736039	0.009871231	0.007772421	0.003569817	0.009074783	0.001621256	0.007479408	0.00609535	0.00373508	0.00842191	0.012149391	0.013928172	0.008474306	0.005642994	0.003140163	0.003584805	0.006685254	0.005121116	0.012741722	0.005135307	0.005207104	0.005347792	0.011665367	0.009074231	0.008563629	0.004659105	0.011404401	0.000534924	0.012141912	0.0071495	0.00555298	0.006932224	0.009306071	0.000177994	0.012152435	0.006229088	0.004782135	0.001927619	0.006127661	0.006920449	0.005628225	0.009462859	0.005868747	0.013405472	0.008355993	0.011259024	0.001524798	0.005539609	0.006089248	0.006735312	0.012006888	0.001092305	0.001011943	0.011856358	0.002967863	0.009324724	0.002967863
Sample51	0.007626886	0	0	0	0	0	0.005830296	0.004593204	0.008523368	0.013071856	0.011757985	0.013985532	0	0	0	0	0	0	0	0	0	0.005684884	0.006297863	0.008189041	0.003988177	0.006886073	0.006579143	0.006154759	0.007198511	0.002915998	0.000951383	0.001340517	0.002524123	0	0	0	0	0	0	0	0.002156498	0.000688025	0.006641416	0.011117991	0.00187503	0.000524699	0.008761302	0.002838861	0.009324521	0.009889594	0.013285751	0.005745012	0.009300003	0.006530737	0.00885913	0.006316407	0.002650091	0.007135442	0.00742607	0.01138816	0.010333318	0.009325597	0.001592973	0.010123926	0.007028779	0.012561189	0.012923251	0.000774894	0.011529179	0.00052961	0.00515836	0.007618763	0.002080666	0.01048495	0.003151814	0.002368645	0.008159605	0.010036419	0.012877903	0.00991151	0.009437815	0.005540092	1.80E-05	0.001688115	0.007509948	0.009484888	0.005864724	0.010265297	0.007331634	0.0010421	0.002697633	0.011801121	0.010184287	0.012570496	0.00165156	0.013911619	0.002941951	0.000165495	0.014012778	0.003948802	0.009384994	0.002482207	0.008151621	0.012700772	0.00449822	0.009416387	0.002639854	0.00877774	0.004726785	0.002967261	0.004399889	0.002512535	0.012671004	0.005580072	0.003445925	0.006299674	0.004503207	0.010458333	0.013644652	0.006153927	0.012096643	0.007949801	0.002209001	0.009702547	0.007213232	0.00914036	0.012499203	0.006187658	0.012660629	0.010546136	0.006864402	0.008474657	0.004574084	0.013818542	0.009375605	0.000616004	0.004588706	0.008756934	0.000791425	0.000335549	0.006322383	0.004673959	0.00615765	0.00668233	0.002314117	0.009681763	0.007229201	0.002811963	0.004489906	0.008314299	0.004489906
Sample52	0.001025496	0	0	0	0	0	0.010170228	0.009503785	0.006772225	0.009118922	0.000544649	0.008823413	0	0	0	0	0	0	0	0	0	0.006376004	0.010027453	0.005995007	0.005879354	0.006563656	0.00851089	0.010957168	0.000835549	0.000606922	0.010648905	0.006018445	0.006984205	0	0	0	0	0	0	0	0.00082185	0.010007788	0.00291522	0.006735252	0.010631229	0.007702266	0.004707186	0.007831882	0.003906997	0.003936453	0.014150687	0.010659552	0.009153591	0.005044323	0.000697974	0.000440939	0.007868142	0.010819171	0.00762959	0.011937279	0.000474582	0.005207064	0.003365873	0.006350282	0.001027584	0.013546548	0.00316973	0.01309472	0.006046736	0.013992252	0.007866397	0.013215757	7.59E-05	0.010623328	0.002826304	0.001983721	0.001364773	0.006027987	0.013256165	0.007700683	0.007488709	0.002003677	1.12E-05	0.011502188	0.001243364	0.008999258	0.012985521	0.002962393	0.009445395	0.001117345	0.008571981	0.002327466	0.010448905	0.004276815	0.006579122	0.008510581	0.002431702	0.010529608	0.00429682	0.009404208	0.002247267	0.009769741	0.001819986	0.006039117	0.003509777	0.010625265	0.003720315	0.012518426	0.012661865	0.00278903	0.008715248	0.001245396	0.005558956	0.010127583	0.009362344	0.008869361	0.004011452	0.005367114	0.001461606	0.010208526	0.007154101	0.010062896	0.003534445	0.004606302	0.004745115	0.000365485	0.004842122	0.011405139	0.012739644	0.007357548	0.006467112	0.000437641	0.012482747	0.000184716	0.013413351	0.006945783	0.00485471	0.013121847	0.000346298	0.008254941	0.007793622	0.003113862	0.006309925	0.006605479	0.010323647	1.02E-05	0.013301236	0.002335895	0.003316323	0.003740737	0.003316323
Sample53	0.000580217	0	0	0	0	0	0.011037589	0.013110358	0.003942031	0.000320783	0.003422534	0.000867035	0	0	0	0	0	0	0	0	0	0.004677889	0.005054743	0.008929721	0.005543053	0.010514812	0.011587057	0.004123132	0.006881512	0.001166647	0.002460395	0.005074545	0.002530766	0	0	0	0	0	0	0	0.006975091	0.005394164	0.000825257	0.005703223	0.010073049	0.00754238	0.01021329	0.006063101	0.001453903	0.000209256	0.00465184	0.010708215	0.012123765	0.004537289	0.00760407	0.006460592	0.006298032	0.003549234	0.002092136	0.003017496	0.000848881	0.003039621	0.000141155	0.009623079	0.004853671	0.014929491	0.002971908	0.005305526	0.005489817	0.000129659	0.012874701	0.000490843	0.014423761	0.013685751	0.002689947	0.008339567	0.010029928	0.005937924	0.009929355	0.000686814	0.000829171	0.007014596	0.008432026	0.013620446	0.00160565	0.012620646	0.003222439	0.006045831	0.004857153	0.006138979	0.002308825	0.007725516	0.012298393	0.00677379	0.007526744	0.01302136	0.010831984	0.007524302	0.003953436	0.013576096	0.008852353	0.003392734	0.004128698	0.012321259	0.000677259	0.015220174	0.001999789	0.012212878	0.006056442	0.00755133	0.013510493	0.006334673	0.008245956	0.00075633	3.60E-05	0.003755595	0.010441159	0.001860384	0.001745278	0.006304749	0.009938786	0.010924246	0.002737699	0.001221001	0.014427093	0.003999011	0.013091608	0.013247246	0.011851648	0.002590159	0.01260766	0.011801451	0.00915462	0.005173182	0.004027273	0.001869962	0.007820434	0.008978775	0.005512796	0.007292717	0.005576854	0.009833989	0.007303385	0.00656302	0.00585138	0.002161134	0.009587569	0.01118196	0.014296931	0.004278311	0.014296931
Sample54	0.013191244	0	0	0	0	0	0.009292184	0.01154427	0.002086677	0.000535745	0.01220101	0.00437204	0	0	0	0	0	0	0	0	0	0.007075017	0.00179514	0.010060316	0.005733421	0.001707532	0.010236648	0.008412411	0.00812628	0.007876124	0.002224963	0.002343429	0.007644146	0	0	0	0	0	0	0	0.007271905	0.002536885	0.00304316	0.003496609	0.00129722	0.003033696	0.002326909	0.005056857	0.01008906	0.001450441	0.009999072	0.009541161	0.001329301	0.012807551	0.007891778	0.005049396	0.010502597	0.003572859	0.009627605	0.000551288	0.011653027	0.006221702	0.008838847	0.003071319	0.009399431	0.010720575	0.006569351	0.008575553	0.006334915	0.012412165	0.006911636	0.011686354	0.011124717	0.005698806	0.002183039	0.005637408	0.011469908	0.003160094	0.007280453	0.011190585	0.004907128	0.008915433	0.003409964	0.001517065	0.011027987	0.001373925	0.003767434	0.011871	0.004809837	0.013508238	0.013601097	0.003724324	0.000568877	0.009787995	0.00626079	0.001398695	0.009822139	0.000432784	0.012080448	0.001924835	0.001767399	0.002438759	0.013330834	0.009622878	0.011124988	0.005520141	0.004668839	0.003255209	0.006672565	0.007660726	0.008770573	0.003569431	0.013169628	0.002356661	0.013405617	0.000206239	0.006679196	0.004627957	0.006234926	0.007922213	0.006047038	0.005759084	0.010171985	0.009521632	0.011567834	0.003470039	0.008461739	0.008123928	0.005132861	0.006747662	0.00435606	0.001969146	0.002968081	0.001464786	0.009482668	0.009172505	0.01319673	0.010129713	0.000722523	0.012275475	0.011976031	0.006154365	0.007422674	0.006407112	0.00738968	0.012568071	0.00115278	0.002652265	0.006118751	0.008117848	0.006118751
Sample55	0.012216123	0	0	0	0	0	0.002971504	0.00740588	0.01110983	0.011530414	0.007477569	0.004568011	0	0	0	0	0	0	0	0	0	0.007530037	0.001412109	0.007841772	0.003391979	2.91E-06	0.001519837	0.011178408	0.010385052	0.002797059	0.00931964	0.007286578	0.011624883	0	0	0	0	0	0	0	0.001440034	0.008423519	0.007721021	0.004477261	0.011385856	0.00026584	0.003636561	0.011028193	0.003842639	0.003775357	0.007995442	0.012329478	0.001543752	0.014113776	0.011899506	0.002712693	0.01065631	0.005761508	0.006020967	0.011723158	0.014409576	0.001895603	0.006295387	0.007198041	0.005632093	0.005435692	0.000782282	0.010260155	0.006528629	0.002915393	0.012213214	0.012011573	0.007279609	0.00446678	0.001714589	0.004312646	0.003532227	0.010933291	0.00060353	0.001418358	0.000101596	0.002289033	0.001032543	0.014903735	0.004322492	0.002234029	0.003606885	0.014010579	0.007785009	0.005460072	0.013071665	0.005911645	0.005013926	0.003102306	0.005654319	0.004739675	0.01013691	0.004334057	0.008638694	0.000986179	0.002862941	0.006097455	0.014022907	0.005646164	0.009938905	0.003817778	0.001901256	0.000876092	0.004570989	0.002359643	0.002604338	0.011385949	0.000237041	0.008348498	0.005679231	0.007581311	0.008423632	0.004690036	0.004416764	0.010976502	0.013040019	0.002882284	0.001461017	0.013436914	0.005236731	0.008251325	0.005381124	0.001882828	0.008820267	0.007859552	0.003038115	0.006762925	0.011927562	0.008836647	0.001450519	0.008201996	0.010517575	0.011864043	0.009415726	0.002284768	0.01062885	0.010137477	0.008133205	0.00798887	0.00498312	0.010018796	0.00323481	0.00884332	0.013667551	0.011940357	0.013667551
Sample56	0.012746542	0	0	0	0	0	0.003483358	0.013570599	0.008489434	0.010977018	0.0011841	0.002537776	0	0	0	0	0	0	0	0	0	0.001194757	0.00077073	0.00651741	0.005761788	0.008213504	0.005640945	0.00467496	0.004405398	0.000292672	0.003713415	0.010801044	0.009667129	0	0	0	0	0	0	0	0.010728219	0.007671345	0.000784788	0.002095546	0.008535782	0.009311722	0.006835665	0.007131454	0.000313594	0.011461075	0.010904226	0.003583238	0.009803138	0.002972088	0.000557888	0.002782326	0.002470977	0.004672074	0.00578842	0.007034628	0.006594945	0.003744247	0.000403518	0.008370382	0.005474346	0.004131538	0.011992412	0.010329714	0.011865487	0.006847106	0.001811174	0.009630844	0.002850622	0.006103538	0.001432826	0.011416507	0.001742139	0.012492565	0.011954918	0.006426582	0.010296859	0.008568795	0.011108961	0.005973168	0.010870104	0.006397174	0.013016398	0.006727994	0.006399421	0.010859914	0.0113649	0.007670258	0.002487147	0.006470508	0.013391365	0.010416072	0.011220828	0.000454076	0.006471909	0.008944722	0.011481858	0.000681603	0.011791803	0.007586041	0.002729448	0.004388597	0.003899937	0.007343383	0.000714969	0.002193034	0.011241998	0.001834314	0.003228575	0.006271484	0.007153343	0.010563038	0.006187958	0.010926212	0.008553596	0.001564511	0.002162536	0.006045496	0.005490178	0.010285462	0.008033348	0.005369052	0.00236213	0.003137842	0.007960916	0.005857437	0.007123002	0.002360984	0.009169995	0.011793184	0.003568082	0.006799126	0.013494488	0.004609739	0.008231287	0.001247679	0.008383017	0.001239878	0.008754847	0.007940546	0.010902629	0.009739889	0.008157733	0.006223652	0.011873895	0.013235926	0.011873895
Sample57	0.007033235	0	0	0	0	0	5.24E-05	0.003403701	0.007183854	0.005355018	0.006320789	0.013820902	0	0	0	0	0	0	0	0	0	0.002859796	0.002571377	0.000129955	0.00146958	0.00348697	0.001317798	0.011115466	0.003479806	0.001469391	0.002244635	0.006626302	0.000722085	0	0	0	0	0	0	0	0.003044885	0.00233207	0.007374052	0.00469281	0.002025642	0.007769643	0.00637114	0.009681451	0.00132453	0.011072901	0.009492302	0.001620923	0.009792552	0.006223008	0.013318274	0.001995819	0.009059862	0.005383489	0.013485	0.004650547	0.0135607	0.012705216	0.003810684	0.011324827	0.014031686	0.003560941	0.00615578	0.007331239	0.004156653	0.000215137	0.003102422	0.003973517	0.006251934	0.002411456	0.001072254	0.009934763	0.001200785	0.009162168	0.009212398	0.013476636	4.26E-05	0.00349427	0.013075958	0.013137159	0.010155685	0.010792392	0.001289328	0.00724238	0.003263847	0.002554022	0.011420122	0.001903179	0.006605007	0.013227983	0.00261905	0.013783486	0.014013136	0.007830667	0.00239793	0.004455068	0.005982649	0.004359504	0.003955176	0.013702254	0.002161468	0.010335259	5.78E-06	0.008402383	0.01290897	0.004058039	0.002614736	0.00918454	0.010043147	0.009696853	0.004500337	0.00355445	0.013472374	0.01301265	0.006445255	0.011925951	0.006374884	0.005981185	0.00220936	0.006009613	0.00757416	0.000317168	0.006259168	0.011012152	0.009584323	0.008951673	0.012818946	0.000254137	0.007850827	0.01109661	0.007629385	0.004564867	0.001920266	0.012508993	0.006634755	0.012375838	0.008256788	0.00950182	0.009287862	0.007758438	0.005610041	0.007238963	0.011317833	0.005266092	0.005470044	0.001348622	0.005470044
